time          total        used        free      shared  buff/cache   available
Mem:        3935120        2244     3731849           1      201027     3915955
Mem:        3935120        2244     3731849           1      201027     3915955
Mem:        3935120        2243     3731850           1      201027     3915955
Mem:        3935120        2244     3731849           1      201027     3915954
Mem:        3935120        2244     3731848           1      201027     3915954
Mem:        3935120        2243     3731849           1      201027     3915955
Mem:        3935120        2245     3731848           1      201027     3915954
Mem:        3935120        2245     3731847           1      201027     3915953
Mem:        3935120        2245     3731847           1      201027     3915953
Mem:        3935120        2246     3731846           1      201027     3915952
Mem:        3935120        2245     3731847           1      201027     3915953
Mem:        3935120        2247     3731845           1      201027     3915951
Mem:        3935120        2247     3731846           1      201027     3915952
Mem:        3935120        2244     3731849           1      201027     3915954
Mem:        3935120        2246     3731846           1      201027     3915952
Mem:        3935120        2247     3731846           1      201027     3915951
Mem:        3935120        2245     3731847           1      201027     3915953
Mem:        3935120        2246     3731847           1      201027     3915953
Mem:        3935120        2245     3731847           1      201027     3915953
Mem:        3935120        2246     3731846           1      201027     3915952
Mem:        3935120        2248     3731845           1      201027     3915950
Mem:        3935120        2245     3731847           1      201027     3915953
Mem:        3935120        2247     3731845           1      201027     3915951
Mem:        3935120        2245     3731847           1      201027     3915953
Mem:        3935120        2245     3731848           1      201027     3915954
Mem:        3935120        2245     3731847           1      201027     3915953
Mem:        3935120        2246     3731847           1      201027     3915952
Mem:        3935120        2244     3731848           1      201027     3915954
Mem:        3935120        2244     3731848           1      201027     3915954
Mem:        3935120        2243     3731849           1      201027     3915955
Mem:        3935120        2245     3731847           1      201027     3915953
Mem:        3935120        2246     3731847           1      201027     3915953
Mem:        3935120        2245     3731848           1      201027     3915953
Mem:        3935120        2246     3731846           1      201027     3915952
Mem:        3935120        2138     3731955           1      201027     3916060
Mem:        3935120        2251     3731842           1      201027     3915947
Mem:        3935120        2321     3731772           1      201027     3915877
Mem:        3935120        2001     3732092           1      201027     3916198
Mem:        3935120        2060     3732032           1      201027     3916138
Mem:        3935120        2116     3731977           1      201027     3916083
Mem:        3935120        2175     3731918           1      201027     3916024
Mem:        3935120        2233     3731860           1      201027     3915966
Mem:        3935120        2291     3731802           1      201027     3915908
Mem:        3935120        2351     3731742           1      201027     3915848
Mem:        3935120        2406     3731686           1      201027     3915792
Mem:        3935120        2466     3731626           1      201027     3915732
Mem:        3935120        2523     3731570           1      201027     3915676
Mem:        3935120        2580     3731513           1      201027     3915619
Mem:        3935120        2639     3731454           1      201027     3915560
Mem:        3935120        2699     3731394           1      201027     3915500
Mem:        3935120        2756     3731337           1      201027     3915443
Mem:        3935120        2815     3731278           1      201027     3915384
Mem:        3935120        2871     3731221           1      201027     3915327
Mem:        3935120        2931     3731161           1      201027     3915267
Mem:        3935120        2990     3731102           1      201027     3915208
Mem:        3935120        3049     3731043           1      201027     3915149
Mem:        3935120        3108     3730985           1      201027     3915091
Mem:        3935120        3168     3730925           1      201027     3915031
Mem:        3935120        3224     3730868           1      201027     3914974
Mem:        3935120        3286     3730807           1      201027     3914913
Mem:        3935120        3345     3730747           1      201027     3914853
Mem:        3935120        3403     3730690           1      201027     3914796
Mem:        3935120        3461     3730631           1      201027     3914737
Mem:        3935120        3520     3730572           1      201027     3914678
Mem:        3935120        3580     3730512           1      201027     3914618
Mem:        3935120        3637     3730455           1      201027     3914561
Mem:        3935120        3696     3730396           1      201027     3914502
Mem:        3935120        3756     3730336           1      201027     3914442
Mem:        3935120        3814     3730279           1      201027     3914384
Mem:        3935120        3872     3730221           1      201027     3914327
Mem:        3935120        3930     3730162           1      201027     3914268
Mem:        3935120        3989     3730103           1      201027     3914209
Mem:        3935120        4049     3730044           1      201027     3914150
Mem:        3935120        4107     3729985           1      201027     3914091
Mem:        3935120        4167     3729926           1      201027     3914031
Mem:        3935120        4226     3729866           1      201027     3913972
Mem:        3935120        4284     3729809           1      201027     3913915
Mem:        3935120        4344     3729749           1      201027     3913855
Mem:        3935120        4402     3729691           1      201027     3913797
Mem:        3935120        4461     3729632           1      201027     3913738
Mem:        3935120        4519     3729573           1      201027     3913679
Mem:        3935120        4837     3729255           1      201027     3913361
Mem:        3935120        5830     3728263           1      201027     3912369
Mem:        3935120        6825     3727267           1      201027     3911373
Mem:        3935120        7759     3726333           1      201027     3910439
Mem:        3935120        7759     3726334           1      201027     3910439
Mem:        3935120        7759     3726333           1      201027     3910439
Mem:        3935120        7757     3726335           1      201027     3910441
Mem:        3935120        7760     3726333           1      201027     3910438
Mem:        3935120        7760     3726332           1      201027     3910438
Mem:        3935120        7759     3726333           1      201027     3910439
Mem:        3935120        7760     3726332           1      201027     3910438
Mem:        3935120        7758     3726334           1      201027     3910440
Mem:        3935120        7760     3726332           1      201027     3910438
Mem:        3935120        7758     3726334           1      201027     3910440
Mem:        3935120        7760     3726333           1      201027     3910438
Mem:        3935120        7758     3726334           1      201027     3910440
Mem:        3935120        7759     3726333           1      201027     3910439
Mem:        3935120        7760     3726332           1      201027     3910438
Mem:        3935120        7760     3726333           1      201027     3910438
Mem:        3935120        7760     3726332           1      201027     3910438
Mem:        3935120        7759     3726333           1      201027     3910439
Mem:        3935120        7760     3726333           1      201027     3910439
Mem:        3935120        7760     3726333           1      201027     3910439
Mem:        3935120        7760     3726332           1      201027     3910438
Mem:        3935120        7760     3726333           1      201027     3910438
Mem:        3935120        7761     3726331           1      201027     3910437
Mem:        3935120        7761     3726331           1      201027     3910437
Mem:        3935120        7761     3726331           1      201027     3910437
Mem:        3935120        7761     3726331           1      201027     3910437
Mem:        3935120        7760     3726333           1      201027     3910439
Mem:        3935120        7760     3726333           1      201027     3910439
Mem:        3935120        7759     3726333           1      201027     3910439
Mem:        3935120        7760     3726332           1      201027     3910438
Mem:        3935120        7761     3726332           1      201027     3910437
Mem:        3935120        7760     3726332           1      201027     3910438
Mem:        3935120        7760     3726333           1      201027     3910439
Mem:        3935120        7762     3726331           1      201027     3910437
Mem:        3935120        7762     3726331           1      201027     3910437
Mem:        3935120        7762     3726331           1      201027     3910437
Mem:        3935120        7761     3726332           1      201027     3910438
Mem:        3935120        7761     3726331           1      201027     3910437
Mem:        3935120        7760     3726332           1      201027     3910438
Mem:        3935120        7761     3726331           1      201027     3910437
Mem:        3935120        7763     3726329           1      201027     3910435
Mem:        3935120        7763     3726329           1      201027     3910435
Mem:        3935120        7763     3726329           1      201027     3910435
Mem:        3935120        7764     3726328           1      201027     3910434
Mem:        3935120        7763     3726329           1      201027     3910435
Mem:        3935120        7763     3726329           1      201027     3910435
Mem:        3935120        7764     3726328           1      201027     3910434
Mem:        3935120        7764     3726328           1      201027     3910434
Mem:        3935120        7764     3726328           1      201027     3910434
Mem:        3935120        7765     3726328           1      201027     3910434
Mem:        3935120        7764     3726328           1      201027     3910434
Mem:        3935120        7763     3726330           1      201027     3910436
Mem:        3935120        7766     3726327           1      201027     3910433
Mem:        3935120        7764     3726328           1      201027     3910434
Mem:        3935120        7763     3726329           1      201027     3910435
Mem:        3935120        7764     3726329           1      201027     3910435
Mem:        3935120        7765     3726327           1      201027     3910433
Mem:        3935120        7764     3726328           1      201027     3910434
Mem:        3935120        7766     3726327           1      201027     3910433
Mem:        3935120        7764     3726328           1      201027     3910434
Mem:        3935120        7766     3726326           1      201027     3910432
Mem:        3935120        7767     3726326           1      201027     3910432
Mem:        3935120        7767     3726325           1      201027     3910431
Mem:        3935120        7765     3726328           1      201027     3910434
Mem:        3935120        7765     3726328           1      201027     3910434
Mem:        3935120        7765     3726327           1      201027     3910433
Mem:        3935120        7766     3726326           1      201027     3910432
Mem:        3935120        7766     3726326           1      201027     3910432
Mem:        3935120        7767     3726326           1      201027     3910432
Mem:        3935120        7767     3726325           1      201027     3910431
Mem:        3935120        7768     3726324           1      201027     3910430
Mem:        3935120        7767     3726326           1      201027     3910431
Mem:        3935120        7768     3726324           1      201027     3910430
Mem:        3935120        7770     3726322           1      201027     3910428
Mem:        3935120        7769     3726323           1      201027     3910429
Mem:        3935120        7768     3726324           1      201027     3910430
Mem:        3935120        7768     3726325           1      201027     3910431
Mem:        3935120        7768     3726324           1      201027     3910430
Mem:        3935120        7768     3726324           1      201027     3910430
Mem:        3935120        7770     3726322           1      201027     3910428
Mem:        3935120        7769     3726323           1      201027     3910429
Mem:        3935120        7772     3726321           1      201027     3910427
Mem:        3935120        7772     3726320           1      201027     3910426
Mem:        3935120        7771     3726321           1      201027     3910427
Mem:        3935120        7771     3726321           1      201027     3910427
Mem:        3935120        7772     3726320           1      201027     3910426
Mem:        3935120        7771     3726321           1      201027     3910427
Mem:        3935120        7771     3726321           1      201027     3910427
Mem:        3935120        7770     3726322           1      201027     3910428
Mem:        3935120        7771     3726321           1      201027     3910427
Mem:        3935120        7770     3726322           1      201027     3910428
Mem:        3935120        7771     3726321           1      201027     3910427
Mem:        3935120        7770     3726322           1      201027     3910428
Mem:        3935120        7770     3726322           1      201027     3910428
Mem:        3935120        7772     3726320           1      201027     3910426
Mem:        3935120        7772     3726320           1      201027     3910426
Mem:        3935120        7772     3726320           1      201027     3910426
Mem:        3935120        7771     3726321           1      201027     3910427
Mem:        3935120        7772     3726320           1      201027     3910426
Mem:        3935120        7772     3726320           1      201027     3910426
Mem:        3935120        7774     3726318           1      201027     3910424
Mem:        3935120        7774     3726318           1      201027     3910424
Mem:        3935120        7774     3726318           1      201027     3910424
Mem:        3935120        7775     3726318           1      201027     3910424
Mem:        3935120        7774     3726319           1      201027     3910425
Mem:        3935120        7773     3726320           1      201027     3910425
Mem:        3935120        7773     3726319           1      201027     3910425
Mem:        3935120        7773     3726319           1      201027     3910425
Mem:        3935120        7772     3726320           1      201027     3910426
Mem:        3935120        7773     3726319           1      201027     3910425
Mem:        3935120        7773     3726319           1      201027     3910425
Mem:        3935120        7772     3726320           1      201027     3910426
Mem:        3935120        7771     3726321           1      201027     3910427
Mem:        3935120        7772     3726321           1      201027     3910427
Mem:        3935120        7772     3726320           1      201027     3910426
Mem:        3935120        7771     3726321           1      201027     3910427
Mem:        3935120        7771     3726321           1      201027     3910427
Mem:        3935120        7770     3726322           1      201027     3910428
Mem:        3935120        7771     3726322           1      201027     3910428
Mem:        3935120        7772     3726320           1      201027     3910426
Mem:        3935120        7772     3726320           1      201027     3910426
Mem:        3935120        7773     3726319           1      201027     3910425
Mem:        3935120        7771     3726321           1      201027     3910427
Mem:        3935120        7773     3726320           1      201027     3910426
Mem:        3935120        7773     3726319           1      201027     3910425
Mem:        3935120        7774     3726318           1      201027     3910424
Mem:        3935120        7774     3726318           1      201027     3910424
Mem:        3935120        7773     3726319           1      201027     3910425
Mem:        3935120        7775     3726317           1      201027     3910423
Mem:        3935120        7775     3726317           1      201027     3910423
Mem:        3935120        7775     3726317           1      201027     3910423
Mem:        3935120        7773     3726319           1      201027     3910425
Mem:        3935120        7774     3726318           1      201027     3910424
Mem:        3935120        7773     3726319           1      201027     3910425
Mem:        3935120        7773     3726319           1      201027     3910425
Mem:        3935120        7773     3726319           1      201027     3910425
Mem:        3935120        7772     3726321           1      201027     3910427
Mem:        3935120        7772     3726320           1      201027     3910426
Mem:        3935120        7772     3726320           1      201027     3910426
Mem:        3935120        7771     3726322           1      201027     3910428
Mem:        3935120        7772     3726320           1      201027     3910426
Mem:        3935120        7773     3726319           1      201027     3910425
Mem:        3935120        7774     3726319           1      201027     3910425
Mem:        3935120        7772     3726320           1      201027     3910426
Mem:        3935120        7774     3726318           1      201027     3910424
Mem:        3935120        7773     3726319           1      201027     3910425
Mem:        3935120        7937     3726155           1      201027     3910261
Mem:        3935120        8939     3725153           1      201027     3909259
Mem:        3935120       10750     3723343           1      201027     3907449
Mem:        3935120       13297     3720795           1      201027     3904901
Mem:        3935120       16455     3717637           1      201027     3901743
Mem:        3935120       19766     3714326           1      201027     3898432
Mem:        3935120       23043     3711049           1      201027     3895155
Mem:        3935120       26348     3707744           1      201027     3891850
Mem:        3935120       29420     3704672           1      201027     3888778
Mem:        3935120       32684     3701407           1      201028     3885513
Mem:        3935120       36086     3698005           1      201028     3882112
Mem:        3935120       39489     3694602           1      201028     3878709
Mem:        3935120       42857     3691235           1      201028     3875341
Mem:        3935120       46320     3687771           1      201028     3871878
Mem:        3935120       49631     3684461           1      201028     3868567
Mem:        3935120       53010     3681081           1      201028     3865188
Mem:        3935120       56443     3677648           1      201028     3861755
Mem:        3935120       59817     3674274           1      201028     3858381
Mem:        3935120       63186     3670905           1      201028     3855012
Mem:        3935120       66650     3667441           1      201028     3851547
Mem:        3935120       70091     3664000           1      201028     3848106
Mem:        3935120       73573     3660518           1      201028     3844625
Mem:        3935120       76936     3657156           1      201028     3841262
Mem:        3935120       80359     3653732           1      201028     3837838
Mem:        3935120       83833     3650258           1      201028     3834364
Mem:        3935120       87287     3646804           1      201028     3830910
Mem:        3935120       90750     3643341           1      201028     3827448
Mem:        3935120       94193     3639898           1      201028     3824005
Mem:        3935120       97672     3636419           1      201028     3820525
Mem:        3935120      101070     3633021           1      201028     3817127
Mem:        3935120      104546     3629545           1      201028     3813652
Mem:        3935120      108010     3626082           1      201028     3810188
Mem:        3935120      111485     3622606           1      201028     3806712
Mem:        3935120      114955     3619137           1      201028     3803243
Mem:        3935120      118429     3615662           1      201028     3799769
Mem:        3935120      121873     3612218           1      201028     3796325
Mem:        3935120      125365     3608726           1      201028     3792832
Mem:        3935120      128761     3605330           1      201028     3789437
Mem:        3935120      132214     3601877           1      201028     3785984
Mem:        3935120      135641     3598450           1      201028     3782557
Mem:        3935120      139013     3595078           1      201028     3779184
Mem:        3935120      142367     3591724           1      201028     3775831
Mem:        3935120      145770     3588321           1      201028     3772427
Mem:        3935120      149220     3584871           1      201028     3768977
Mem:        3935120      152680     3581412           1      201028     3765518
Mem:        3935120      156162     3577928           1      201028     3762035
Mem:        3935120      159645     3574446           1      201028     3758553
Mem:        3935120      163366     3570725           1      201028     3754832
Mem:        3935120      168868     3565222           1      201028     3749329
Mem:        3935120      179328     3554763           1      201028     3738869
Mem:        3935120      200008     3534083           1      201028     3718189
Mem:        3935120      231137     3502954           1      201028     3687060
Mem:        3935120      269445     3464646           1      201028     3648753
Mem:        3935120      310233     3423858           1      201028     3607965
Mem:        3935120      347069     3387022           1      201028     3571129
Mem:        3935120      372281     3361810           1      201028     3545916
Mem:        3935120      390340     3343751           1      201028     3527858
Mem:        3935120      403203     3330888           1      201028     3514995
Mem:        3935120      418405     3315686           1      201028     3499792
Mem:        3935120      432953     3301137           1      201028     3485243
Mem:        3935120      456521     3277570           1      201028     3461677
Mem:        3935120      480147     3253943           1      201028     3438050
Mem:        3935120      495989     3238102           1      201028     3422209
Mem:        3935120      522027     3212064           1      201028     3396170
Mem:        3935120      541211     3192880           1      201028     3376986
Mem:        3935120      555985     3178105           1      201028     3362212
Mem:        3935120      580824     3153267           1      201028     3337374
Mem:        3935120      617265     3116826           1      201028     3300933
Mem:        3935120      652097     3081994           1      201028     3266100
Mem:        3935120      684245     3049846           1      201028     3233952
Mem:        3935120      712717     3021374           1      201028     3205481
Mem:        3935120      737369     2996722           1      201028     3180829
Mem:        3935120      765120     2968970           1      201028     3153077
Mem:        3935120      793995     2940096           1      201028     3124202
Mem:        3935120      810719     2923372           1      201028     3107479
Mem:        3935120      820230     2913861           1      201028     3097968
Mem:        3935120      826910     2907181           1      201028     3091288
Mem:        3935120      830758     2903334           1      201028     3087440
Mem:        3935120      841924     2892167           1      201028     3076274
Mem:        3935120      853504     2880587           1      201028     3064693
Mem:        3935120      880349     2853742           1      201028     3037848
Mem:        3935120      878690     2855401           1      201028     3039507
Mem:        3935120      885742     2848349           1      201028     3032457
Mem:        3935120      896089     2838002           1      201028     3022109
Mem:        3935120      936342     2797749           1      201028     2981855
Mem:        3935120      966061     2768030           1      201028     2952137
Mem:        3935120      981568     2752523           1      201028     2936628
Mem:        3935120     1010677     2723414           1      201028     2907520
Mem:        3935120     1020800     2713291           1      201028     2897396
Mem:        3935120     1028494     2705597           1      201028     2889704
Mem:        3935120     1060863     2673228           1      201028     2857334
Mem:        3935120     1100151     2633940           1      201028     2818047
Mem:        3935120     1135521     2598570           1      201028     2782676
Mem:        3935120     1175596     2558495           1      201028     2742600
Mem:        3935120     1178130     2555961           1      201028     2740068
Mem:        3935120     1214811     2519280           1      201028     2703387
Mem:        3935120     1243180     2490911           1      201028     2675018
Mem:        3935120     1280212     2453879           1      201028     2637985
Mem:        3935120     1322669     2411422           1      201028     2595528
Mem:        3935120     1349527     2384564           1      201028     2568670
Mem:        3935120     1353559     2380532           1      201028     2564640
Mem:        3935120     1371788     2362303           1      201028     2546409
Mem:        3935120     1393458     2340633           1      201028     2524739
Mem:        3935120     1415378     2318713           1      201028     2502819
Mem:        3935120     1435063     2299029           1      201028     2483135
Mem:        3935120     1422614     2311478           1      201028     2495584
Mem:        3935120     1399231     2334860           1      201028     2518968
Mem:        3935120     1377261     2356830           1      201028     2540936
Mem:        3935120     1379849     2354242           1      201028     2538348
Mem:        3935120     1403332     2330759           1      201028     2514866
Mem:        3935120     1397615     2336476           1      201028     2520583
Mem:        3935120     1376613     2357478           1      201028     2541584
Mem:        3935120     1339479     2394612           1      201028     2578719
Mem:        3935120     1358171     2375920           1      201028     2560028
Mem:        3935120     1380664     2353428           1      201028     2537535
Mem:        3935120     1386016     2348075           1      201028     2532181
Mem:        3935120     1408286     2325805           1      201028     2509911
Mem:        3935120     1428607     2305484           1      201028     2489591
Mem:        3935120     1432159     2301932           1      201028     2486040
Mem:        3935120     1445221     2288870           1      201028     2472977
Mem:        3935120     1499815     2234276           1      201028     2418382
Mem:        3935120     1537496     2196595           1      201028     2380701
Mem:        3935120     1573059     2161032           1      201028     2345138
Mem:        3935120     1600242     2133849           1      201028     2317956
Mem:        3935120     1609203     2124888           1      201028     2308995
Mem:        3935120     1644392     2089699           1      201028     2273805
Mem:        3935120     1677830     2056261           1      201028     2240369
Mem:        3935120     1685316     2048775           1      201028     2232882
Mem:        3935120     1699455     2034636           1      201028     2218743
Mem:        3935120     1725635     2008456           1      201028     2192562
Mem:        3935120     1744103     1989987           1      201028     2174094
Mem:        3935120     1739014     1995077           1      201028     2179183
Mem:        3935120     1705037     2029054           1      201028     2213161
Mem:        3935120     1658406     2075685           1      201028     2259792
Mem:        3935120     1634975     2099116           1      201028     2283222
Mem:        3935120     1593776     2140315           1      201028     2324422
Mem:        3935120     1552916     2181175           1      201028     2365283
Mem:        3935120     1559527     2174564           1      201028     2358671
Mem:        3935120     1571560     2162530           1      201029     2346637
Mem:        3935120     1563914     2170177           1      201028     2354285
Mem:        3935120     1551295     2182795           1      201028     2366903
Mem:        3935120     1530867     2203224           1      201028     2387331
Mem:        3935120     1515679     2218412           1      201028     2402519
Mem:        3935120     1491390     2242700           1      201028     2426808
Mem:        3935120     1479149     2254942           1      201028     2439049
Mem:        3935120     1499904     2234186           1      201028     2418293
Mem:        3935120     1539017     2195074           1      201028     2379182
Mem:        3935120     1575131     2158959           1      201028     2343067
Mem:        3935120     1612394     2121697           1      201028     2305804
Mem:        3935120     1623714     2110376           1      201028     2294483
Mem:        3935120     1632441     2101650           1      201028     2285757
Mem:        3935120     1637870     2096220           1      201028     2280326
Mem:        3935120     1664381     2069710           1      201028     2253816
Mem:        3935120     1670830     2063261           1      201028     2247368
Mem:        3935120     1691155     2042935           1      201028     2227042
Mem:        3935120     1713732     2020359           1      201028     2204466
Mem:        3935120     1734178     1999913           1      201028     2184020
Mem:        3935120     1734515     1999575           1      201028     2183684
Mem:        3935120     1727953     2006138           1      201028     2190245
Mem:        3935120     1696767     2037323           1      201028     2221429
Mem:        3935120     1703611     2030479           1      201028     2214587
Mem:        3935120     1688447     2045643           1      201028     2229752
Mem:        3935120     1681095     2052996           1      201028     2237103
Mem:        3935120     1682528     2051563           1      201028     2235669
Mem:        3935120     1676556     2057534           1      201028     2241642
Mem:        3935120     1642436     2091654           1      201028     2275762
Mem:        3935120     1630215     2103875           1      201028     2287983
Mem:        3935120     1588648     2145443           1      201028     2329549
Mem:        3935120     1538788     2195302           1      201028     2379410
Mem:        3935120     1497303     2236787           1      201028     2420896
Mem:        3935120     1486634     2247457           1      201028     2431565
Mem:        3935120     1484108     2249983           1      201028     2434091
Mem:        3935120     1472240     2261851           1      201028     2445958
Mem:        3935120     1466823     2267267           1      201028     2451375
Mem:        3935120     1444703     2289388           1      201028     2473495
